year,home_team,away_team,home_goals,away_goals,stage,match_result,host_country,home_is_host,away_is_host,stage_num,is_knockout,HTGS,ATGS,HTGC,ATGC,HTP,ATP,home_gpg,away_gpg,home_gcpg,away_gcpg,goal_diff,concede_diff,points_diff,gpg_diff,gcpg_diff,home_form,away_form,form_diff,home_elo,away_elo,elo_diff,h2h_home_win_rate,home_conf_strength,away_conf_strength,conf_strength_diff,home_wc_exp,away_wc_exp,wc_exp_diff,stage_num,is_knockout,home_is_host,away_is_host
1950,USA,England,1,0,group,H,Brazil,0,0,1,0,9,2,16,0,6,3,1.8,2.0,3.2,0.0,7,16,3,-0.19999999999999996,3.2,0.7814842555195352,3.0,-2.218515744480465,1483.0469458936016,1516.0334518090829,-32.9865059154813,0.33,0.72,0.72,0.0,2,0,2,1,0,0,0
1950,Brazil,Yugoslavia,2,0,group,H,Brazil,1,0,1,0,26,14,18,8,17,12,2.6,2.8,1.8,1.6,12,10,5,-0.19999999999999973,0.19999999999999996,1.9406238959425828,2.435886437436935,-0.49526254149435234,1516.182092646545,1530.576409580171,-14.394316933625987,0.33,0.68,0.72,-0.039999999999999925,3,1,2,1,0,1,0
1950,Spain,England,1,0,group,H,Brazil,0,0,1,0,9,2,4,1,10,3,1.8,1.0,0.8,0.5,7,3,7,0.8,0.30000000000000004,2.142998381260058,0.8068242641099854,1.3361741171500727,1530.3366695338877,1498.5189150867857,31.81775444710206,0.33,0.72,0.72,0.0,1,0,1,1,0,0,0
1950,Italy,Paraguay,2,0,group,H,Brazil,0,0,1,0,25,3,11,5,25,4,2.5,1.0,1.1,1.667,22,6,21,1.5,-0.567,2.0699339703118467,1.4280680482111492,0.6418659221006975,1489.0744127363382,1500.7283044235944,-11.653891687256191,0.33,0.72,0.68,0.039999999999999925,2,1,1,1,0,0,0
1950,Uruguay,Bolivia,8,0,group,H,Brazil,0,0,1,0,15,0,3,8,12,0,3.75,0.0,0.75,4.0,15,-5,12,3.75,-3.25,3.0000000000000004,0.0,3.0000000000000004,1592.5849130373088,1468.7023986633528,123.88251437395593,0.33,0.68,0.68,0.0,1,1,0,1,0,0,0
1950,Switzerland,Mexico,2,1,group,H,Brazil,0,0,1,0,12,5,15,21,8,0,1.714,1.0,2.143,4.2,7,-6,8,0.714,-2.0570000000000004,0.8634048179127729,0.0,0.8634048179127729,1485.375008804216,1467.5096085471416,17.86540025707427,0.33,0.72,0.45,0.26999999999999996,2,1,1,1,0,0,0
1950,Chile,USA,5,2,group,H,Brazil,0,0,1,0,5,10,7,16,6,9,1.0,1.667,1.4,2.667,-5,-9,-3,-0.667,-1.267,0.7814842555195352,1.2722182009423733,-0.4907339454228381,1470.1200062278936,1500.5614826158987,-30.441476388005185,0.33,0.68,0.72,-0.039999999999999925,1,2,-1,1,0,0,0
1950,Uruguay,Spain,2,2,group,D,Brazil,0,0,1,0,23,10,3,4,15,13,4.6,1.667,0.6,0.667,13,-1,2,2.933,-0.06700000000000006,3.0,2.332566468231872,0.6674335317681281,1520.344025838634,1544.8754903279287,-24.53146448929465,0.33,0.68,0.72,-0.039999999999999925,1,1,0,1,0,0,0
1950,Brazil,Sweden,7,1,group,H,Brazil,1,0,1,0,28,20,18,17,20,10,2.545,2.857,1.636,2.429,8,1,10,-0.3120000000000003,-0.7929999999999999,2.1749570605929494,1.3765103333795174,0.7984467272134319,1532.8445964282118,1514.403673605831,18.4409228223808,1.0,0.68,0.72,-0.039999999999999925,3,2,1,1,0,1,0
1950,Brazil,Spain,6,1,group,H,Brazil,1,0,1,0,35,12,19,6,23,14,2.917,1.714,1.583,0.857,23,13,9,1.2029999999999998,0.726,2.6239242916246237,2.0378038089536785,0.5861204826709452,1547.9961571380427,1543.7476482572692,4.248508880773443,0.33,0.68,0.72,-0.039999999999999925,3,1,2,1,0,1,0
